Review_ID,Rating,Year_Month,Reviewer_Location,Branch,continent
154540504,4,2012-6,United States,Disneyland_HongKong,Americas
648895260,5,2019-1,Ireland,Disneyland_Paris,Europe
152069576,4,2012-9,Australia,Disneyland_HongKong,Oceania
196657287,4,2014-3,United States,Disneyland_California,Americas
322313804,1,2015-3,Spain,Disneyland_HongKong,Europe
148429319,3,2012-8,United Kingdom,Disneyland_Paris,Europe
444537458,2,2016-12,United States,Disneyland_California,Americas
311176647,3,2015-9,Australia,Disneyland_California,Oceania
292713521,5,2015-3,United States,Disneyland_California,Americas
200535244,2,2014-3,New Zealand,Disneyland_California,Oceania
158175344,2,2013-4,United Kingdom,Disneyland_Paris,Europe
542078980,5,2017-6,United States,Disneyland_Paris,Americas
326129788,4,2015-11,Australia,Disneyland_HongKong,Oceania
236820841,5,2014-10,United States,Disneyland_California,Americas
500798377,4,2016-12,United Kingdom,Disneyland_Paris,Europe
135454885,5,2011-12,South Africa,Disneyland_Paris,Africa
154428410,4,2013-3,United States,Disneyland_California,Americas
252405389,5,2015-1,United States,Disneyland_California,Americas
143039022,5,2011-11,Egypt,Disneyland_Paris,Africa
507148671,5,2016-8,India,Disneyland_HongKong,Asia
207653925,4,2014-5,United States,Disneyland_HongKong,Americas
483868154,4,2017-4,United Kingdom,Disneyland_Paris,Europe
129509492,5,2011-10,Malaysia,Disneyland_Paris,Asia
547233302,4,2017-12,United Kingdom,Disneyland_Paris,Europe
187017630,5,2013-10,Australia,Disneyland_Paris,Oceania
349551723,5,2016-1,Australia,Disneyland_California,Oceania
502662808,4,2017-7,United States,Disneyland_California,Americas
323158763,5,2015-10,United Kingdom,Disneyland_Paris,Europe
155210503,4,missing,Indonesia,Disneyland_HongKong,Asia
636956072,4,2018-1,Philippines,Disneyland_HongKong,Asia
161196586,5,2013-4,Australia,Disneyland_California,Oceania
425491448,4,2016-9,New Zealand,Disneyland_California,Oceania
530934740,5,2017-10,Singapore,Disneyland_California,Asia
221373623,5,2014-8,United Kingdom,Disneyland_Paris,Europe
191207681,5,2014-1,Australia,Disneyland_HongKong,Oceania
401881475,5,2016-8,United Kingdom,Disneyland_California,Europe
377243853,5,2015-10,India,Disneyland_HongKong,Asia
199631375,5,2014-3,United States,Disneyland_Paris,Americas
359421644,5,2016-3,United States,Disneyland_California,Americas
599938960,4,2018-7,United Arab Emirates,Disneyland_Paris,Asia
182294068,5,2013-10,United States,Disneyland_California,Americas
129125039,4,2012-4,United States,Disneyland_California,Americas
212876627,5,2014-5,United States,Disneyland_California,Americas
131568864,4,2012-6,United Kingdom,Disneyland_Paris,Europe
196366877,5,missing,Singapore,Disneyland_HongKong,Asia
647626910,5,2019-1,United Kingdom,Disneyland_Paris,Europe
193893978,5,2014-1,Canada,Disneyland_California,Americas
241780279,5,2014-11,Malaysia,Disneyland_HongKong,Asia
148417739,5,2012-12,United Kingdom,Disneyland_Paris,Europe
98721494,3,2011-2,Canada,Disneyland_California,Americas
127148227,3,2012-3,United States,Disneyland_California,Americas
523578407,5,2017-6,United Kingdom,Disneyland_HongKong,Europe
486660712,4,2017-5,United States,Disneyland_California,Americas
639822407,5,2018-1,Indonesia,Disneyland_HongKong,Asia
222215617,3,missing,Italy,Disneyland_California,Europe
107761057,4,2011-4,Greece,Disneyland_Paris,Europe
454152364,5,2016-4,United States,Disneyland_California,Americas
505993733,5,2017-7,United States,Disneyland_California,Americas
363340855,5,2015-11,Egypt,Disneyland_HongKong,Africa
358889527,5,2016-3,United States,Disneyland_California,Americas
478214998,3,2017-4,Colombia,Disneyland_California,Americas
181185092,5,2013-10,United States,Disneyland_California,Americas
474897517,5,2016-11,Ireland,Disneyland_Paris,Europe
362944693,5,2016-4,India,Disneyland_HongKong,Asia
261191550,4,2015-3,Malaysia,Disneyland_HongKong,Asia
391760401,5,2016-5,Singapore,Disneyland_HongKong,Asia
569790502,5,2018-3,United States,Disneyland_California,Americas
561348837,5,2018-2,United States,Disneyland_California,Americas
46294343,5,missing,United States,Disneyland_California,Americas
131321826,5,2011-10,United Kingdom,Disneyland_California,Europe
444727871,5,2016-5,United States,Disneyland_California,Americas
462336605,4,2017-2,Ireland,Disneyland_Paris,Europe
461127969,3,2017-2,United Kingdom,Disneyland_HongKong,Europe
262902979,2,2015-2,United States,Disneyland_California,Americas
134263258,4,2012-7,Australia,Disneyland_Paris,Oceania
210339803,4,2013-10,United Kingdom,Disneyland_Paris,Europe
214764000,4,missing,United States,Disneyland_HongKong,Americas
142070667,5,2012-9,United States,Disneyland_California,Americas
310041955,5,2015-9,United States,Disneyland_California,Americas
264297119,5,2015-4,United States,Disneyland_California,Americas
362235204,5,2016-3,United Arab Emirates,Disneyland_Paris,Asia
263091573,4,2015-3,Malta,Disneyland_Paris,Europe
397775873,5,2016-7,United States,Disneyland_HongKong,Americas
116774979,5,2011-7,Canada,Disneyland_Paris,Americas
194057520,5,2014-2,United States,Disneyland_California,Americas
117990655,4,2010-10,Argentina,Disneyland_California,Americas
420459421,2,2016-6,Bahrain,Disneyland_Paris,Asia
171787676,4,2013-7,United States,Disneyland_HongKong,Americas
332950948,3,2015-12,United States,Disneyland_HongKong,Americas
383792230,1,2016-6,Argentina,Disneyland_Paris,Americas
357722305,2,2016-3,Canada,Disneyland_California,Americas
236847574,4,2013-11,India,Disneyland_HongKong,Asia
488756868,5,2017-5,United States,Disneyland_California,Americas
258408929,5,2015-3,United Kingdom,Disneyland_Paris,Europe
555746467,4,2017-10,Vietnam,Disneyland_California,Asia
260628082,4,2015-2,United States,Disneyland_California,Americas
465400066,2,2017-3,United States,Disneyland_California,Americas
605697630,5,2018-7,United Kingdom,Disneyland_Paris,Europe
205636687,5,2014-5,Singapore,Disneyland_HongKong,Asia
402873508,2,2016-8,United Kingdom,Disneyland_Paris,Europe
389732166,4,2015-11,United Kingdom,Disneyland_Paris,Europe
325350086,4,2015-10,United States,Disneyland_California,Americas
210655574,5,2014-6,United States,Disneyland_California,Americas
233271067,5,2014-10,United States,Disneyland_California,Americas
479642723,5,2017-4,United States,Disneyland_California,Americas
234827426,3,2014-10,Australia,Disneyland_California,Oceania
302786120,2,2015-8,United Kingdom,Disneyland_Paris,Europe
266901098,5,missing,United Kingdom,Disneyland_Paris,Europe
464237804,5,2017-3,United Kingdom,Disneyland_Paris,Europe
661916914,5,2019-3,Ireland,Disneyland_Paris,Europe
324835452,5,2015-11,United Kingdom,Disneyland_HongKong,Europe
314494110,5,2015-9,United States,Disneyland_California,Americas
168632959,5,2013-7,United Kingdom,Disneyland_Paris,Europe
446057574,4,2016-12,United Kingdom,Disneyland_Paris,Europe
325557413,5,2015-11,United Kingdom,Disneyland_Paris,Europe
442412637,5,2016-11,United States,Disneyland_California,Americas
123982085,5,missing,United States,Disneyland_California,Americas
618427698,5,2018-9,Canada,Disneyland_Paris,Americas
172660580,1,2013-8,United Kingdom,Disneyland_Paris,Europe
476355208,2,2017-4,Greece,Disneyland_Paris,Europe
134319712,5,missing,United States,Disneyland_California,Americas
573543387,5,2018-4,United Kingdom,Disneyland_California,Europe
190493321,5,2013-12,United States,Disneyland_Paris,Americas
223029982,5,2014-8,United States,Disneyland_California,Americas
223716009,3,2014-8,United Kingdom,Disneyland_Paris,Europe
208540920,5,missing,United Kingdom,Disneyland_Paris,Europe
123675804,5,2011-2,United States,Disneyland_California,Americas
520705461,5,2017-8,United Kingdom,Disneyland_California,Europe
122910248,4,2011-7,Australia,Disneyland_HongKong,Oceania
292464248,2,2015-7,United States,Disneyland_California,Americas
624183786,2,2018-10,Australia,Disneyland_HongKong,Oceania
190225276,5,2013-7,United States,Disneyland_California,Americas
134035273,4,2012-1,United States,Disneyland_California,Americas
164636343,4,2012-7,United Arab Emirates,Disneyland_HongKong,Asia
326285774,5,2015-11,United States,Disneyland_California,Americas
617825096,3,2018-9,Malaysia,Disneyland_HongKong,Asia
198320419,4,2014-3,United Kingdom,Disneyland_Paris,Europe
218361271,4,2014-7,Vietnam,Disneyland_California,Asia
279174455,4,2015-5,Australia,Disneyland_California,Oceania
207547933,5,2013-7,United States,Disneyland_California,Americas
515638418,3,2017-8,Ireland,Disneyland_Paris,Europe
207654399,4,2013-6,Thailand,Disneyland_HongKong,Asia
203056268,5,2014-4,United Kingdom,Disneyland_California,Europe
360364711,3,2016-3,United States,Disneyland_California,Americas
358648508,5,2016-3,Philippines,Disneyland_HongKong,Asia
132740221,4,2012-3,Hong Kong,Disneyland_HongKong,Asia
517236340,5,2017-8,Canada,Disneyland_California,Americas
451552783,5,2016-11,United Kingdom,Disneyland_Paris,Europe
540918166,5,2017-10,Thailand,Disneyland_HongKong,Asia
199684818,3,2014-3,Canada,Disneyland_California,Americas
277959164,3,2015-5,Philippines,Disneyland_HongKong,Asia
399414176,3,2016-7,Philippines,Disneyland_HongKong,Asia
606569711,5,2018-8,United Kingdom,Disneyland_Paris,Europe
122600027,5,2011-12,United States,Disneyland_California,Americas
167892586,2,2013-7,United Kingdom,Disneyland_Paris,Europe
136462264,5,2012-7,Denmark,Disneyland_California,Europe
483759289,4,2017-5,Philippines,Disneyland_HongKong,Asia
79588469,5,missing,United States,Disneyland_Paris,Americas
147768662,5,2012-12,Australia,Disneyland_Paris,Oceania
550719634,4,2017-12,United Kingdom,Disneyland_Paris,Europe
227403003,5,2014-9,United States,Disneyland_California,Americas
119527319,4,2011-10,United Kingdom,Disneyland_California,Europe
271867157,5,2015-5,Canada,Disneyland_California,Americas
206871465,5,2014-4,United States,Disneyland_California,Americas
573321045,4,2018-4,United Kingdom,Disneyland_Paris,Europe
134735309,4,2012-7,United Kingdom,Disneyland_Paris,Europe
116524381,4,2011-8,Netherlands,Disneyland_California,Europe
501015231,3,2017-7,United Kingdom,Disneyland_Paris,Europe
117973553,2,2011-8,United States,Disneyland_HongKong,Americas
136332818,3,2012-2,United Kingdom,Disneyland_Paris,Europe
115142564,4,2011-5,Australia,Disneyland_Paris,Oceania
7290155,2,missing,United States,Disneyland_California,Americas
413854441,4,2016-7,United Arab Emirates,Disneyland_HongKong,Asia
665826615,5,2019-4,United States,Disneyland_California,Americas
420352475,5,2016-9,India,Disneyland_HongKong,Asia
428933220,2,2016-10,United States,Disneyland_California,Americas
235230304,5,2014-8,United Kingdom,Disneyland_California,Europe
251760195,4,2015-1,Australia,Disneyland_Paris,Oceania
284580024,5,2015-6,United States,Disneyland_California,Americas
137502176,4,2012-6,Canada,Disneyland_California,Americas
327451739,5,2015-11,United States,Disneyland_HongKong,Americas
123275083,5,2012-1,United States,Disneyland_California,Americas
82472523,1,missing,United Kingdom,Disneyland_Paris,Europe
643908826,3,2019-1,Australia,Disneyland_California,Oceania
404101587,5,2016-8,United States,Disneyland_California,Americas
127154837,3,2012-3,United Kingdom,Disneyland_Paris,Europe
326392002,5,2015-11,Canada,Disneyland_California,Americas
328402497,5,2015-10,Singapore,Disneyland_HongKong,Asia
162844055,5,2013-6,Philippines,Disneyland_HongKong,Asia
285388130,4,2015-6,United Kingdom,Disneyland_California,Europe
218482111,4,2014-7,United States,Disneyland_California,Americas
308475068,5,2015-8,United Kingdom,Disneyland_Paris,Europe
150418657,2,2013-1,Australia,Disneyland_Paris,Oceania
646132861,5,2019-1,Ireland,Disneyland_Paris,Europe
167647714,4,2013-7,Singapore,Disneyland_HongKong,Asia
458303661,5,2017-2,United States,Disneyland_California,Americas
432298748,4,2016-10,Israel,Disneyland_California,Asia
209973535,5,2014-5,Australia,Disneyland_Paris,Oceania
548760323,4,2017-10,Australia,Disneyland_HongKong,Oceania
301188814,4,2015-8,United Kingdom,Disneyland_Paris,Europe
123937199,5,2012-1,United States,Disneyland_California,Americas
326977829,5,2015-10,United Kingdom,Disneyland_Paris,Europe
366533528,5,2016-4,Philippines,Disneyland_HongKong,Asia
127708686,4,2012-4,Philippines,Disneyland_HongKong,Asia
426541083,5,2016-9,Australia,Disneyland_California,Oceania
209163177,5,2014-5,United Kingdom,Disneyland_Paris,Europe
188301114,4,2013-12,United States,Disneyland_California,Americas
249667382,4,2015-1,South Africa,Disneyland_HongKong,Africa
471362047,5,2017-3,United States,Disneyland_HongKong,Americas
311794002,4,2015-9,United States,Disneyland_Paris,Americas
381683470,5,2016-6,United Kingdom,Disneyland_Paris,Europe
310711069,5,2015-9,United States,Disneyland_California,Americas
151541297,5,2013-2,United States,Disneyland_California,Americas
267823773,5,2015-4,United States,Disneyland_California,Americas
469315707,5,2017-3,Philippines,Disneyland_HongKong,Asia
332813159,5,2015-12,Australia,Disneyland_HongKong,Oceania
208800281,2,2014-5,Australia,Disneyland_Paris,Oceania
270618386,4,2015-4,Canada,Disneyland_California,Americas
240274268,5,2013-12,United States,Disneyland_Paris,Americas
496615236,3,2017-6,United States,Disneyland_Paris,Americas
133367539,5,2012-6,United Kingdom,Disneyland_Paris,Europe
467597044,3,2016-8,Canada,Disneyland_California,Americas
479933560,1,2017-4,Australia,Disneyland_Paris,Oceania
167495786,5,2013-7,United States,Disneyland_HongKong,Americas
448242923,3,2016-12,United States,Disneyland_California,Americas
177734474,3,2013-9,Australia,Disneyland_California,Oceania
452020318,5,2016-8,Canada,Disneyland_California,Americas
336937941,3,2015-9,United Arab Emirates,Disneyland_HongKong,Asia
178399438,5,2013-9,Australia,Disneyland_HongKong,Oceania
124882545,3,2012-2,United States,Disneyland_California,Americas
397115927,5,2015-8,Philippines,Disneyland_HongKong,Asia
336240560,5,2015-8,Canada,Disneyland_California,Americas
237922092,3,2014-10,United States,Disneyland_California,Americas
158872503,4,2012-12,United States,Disneyland_Paris,Americas
398888507,4,2016-7,United Kingdom,Disneyland_California,Europe
82563571,5,missing,Sweden,Disneyland_California,Europe
479993709,5,2017-4,Indonesia,Disneyland_HongKong,Asia
124509524,5,2012-2,United States,Disneyland_California,Americas
358263777,2,2016-3,United Kingdom,Disneyland_Paris,Europe
472773299,5,2017-3,United States,Disneyland_HongKong,Americas
287939950,4,2015-7,United Kingdom,Disneyland_Paris,Europe
238584278,5,2013-12,Greece,Disneyland_California,Europe
531213484,5,2017-10,United States,Disneyland_California,Americas
336389197,5,2015-12,Germany,Disneyland_HongKong,Europe
146771822,4,2012-9,Russia,Disneyland_Paris,Europe
304177266,5,2015-8,Brazil,Disneyland_Paris,Americas
178562700,5,2013-9,Philippines,Disneyland_HongKong,Asia
627203753,1,2018-10,United Kingdom,Disneyland_Paris,Europe
141219559,4,2012-8,Germany,Disneyland_California,Europe
405689390,5,2016-8,United States,Disneyland_California,Americas
117233728,5,2011-8,United States,Disneyland_California,Americas
203747392,5,missing,United Kingdom,Disneyland_Paris,Europe
399714759,4,2016-7,United Kingdom,Disneyland_Paris,Europe
152389226,4,2013-2,United States,Disneyland_California,Americas
136362814,4,2012-8,United Kingdom,Disneyland_Paris,Europe
141534552,5,2012-9,Australia,Disneyland_California,Oceania
188314842,5,2013-12,United Kingdom,Disneyland_Paris,Europe
112107609,5,2011-3,United States,Disneyland_California,Americas
174970600,5,2013-8,United Kingdom,Disneyland_California,Europe
179456305,4,2013-9,Singapore,Disneyland_HongKong,Asia
342339468,4,2016-1,United States,Disneyland_California,Americas
264322499,4,2015-4,United Kingdom,Disneyland_Paris,Europe
253063941,4,2015-2,United Kingdom,Disneyland_Paris,Europe
122633982,5,missing,United States,Disneyland_California,Americas
173703185,5,2013-8,Philippines,Disneyland_HongKong,Asia
407521359,5,2015-11,United Kingdom,Disneyland_HongKong,Europe
140956428,4,2012-4,Australia,Disneyland_California,Oceania
367853257,5,2016-4,United States,Disneyland_California,Americas
452736022,3,2017-1,United Kingdom,Disneyland_Paris,Europe
211594224,3,2013-7,United States,Disneyland_California,Americas
3728102,3,missing,United States,Disneyland_California,Americas
537480449,5,2017-10,United States,Disneyland_California,Americas
151939342,5,2013-2,United States,Disneyland_California,Americas
253227376,5,2015-1,United Kingdom,Disneyland_Paris,Europe
113457285,4,2011-5,Philippines,Disneyland_California,Asia
561990598,5,2018-2,United Kingdom,Disneyland_Paris,Europe
198021130,2,2014-3,United Kingdom,Disneyland_HongKong,Europe
137928404,3,2012-8,Israel,Disneyland_Paris,Asia
175992971,5,2013-9,Canada,Disneyland_California,Americas
652018542,5,2018-8,United Kingdom,Disneyland_Paris,Europe
199435609,5,2014-3,United States,Disneyland_California,Americas
186572621,5,2013-10,United Kingdom,Disneyland_Paris,Europe
527507994,4,2017-9,United Kingdom,Disneyland_Paris,Europe
153730584,4,missing,United Kingdom,Disneyland_Paris,Europe
392557498,5,2016-5,United States,Disneyland_California,Americas
157566611,5,2013-4,United States,Disneyland_California,Americas
69754756,5,missing,United Kingdom,Disneyland_Paris,Europe
257476595,5,2015-2,United States,Disneyland_California,Americas
251691636,4,2015-1,United Kingdom,Disneyland_California,Europe
124052891,5,2012-1,United States,Disneyland_California,Americas
226995261,5,2014-8,United States,Disneyland_California,Americas
281451117,3,2015-6,United Kingdom,Disneyland_Paris,Europe
565828291,5,2018-3,United States,Disneyland_California,Americas
145870023,5,2012-10,United States,Disneyland_California,Americas
463778669,5,2017-2,United Kingdom,Disneyland_California,Europe
169520512,4,2013-7,United States,Disneyland_California,Americas
602876041,2,2018-8,Saudi Arabia,Disneyland_Paris,Asia
489076098,4,2017-5,United States,Disneyland_California,Americas
144912507,5,2012-11,United Kingdom,Disneyland_Paris,Europe
419682200,3,2016-8,United Kingdom,Disneyland_Paris,Europe
335967270,5,2015-3,Qatar,Disneyland_Paris,Asia
372700433,5,2016-5,Canada,Disneyland_California,Americas
120437197,5,2011-11,United States,Disneyland_California,Americas
475166102,5,2017-4,Singapore,Disneyland_HongKong,Asia
591801891,5,2018-6,United States,Disneyland_California,Americas
334621437,5,2015-10,Philippines,Disneyland_California,Asia
463396228,4,2017-2,United Kingdom,Disneyland_Paris,Europe
68548366,3,missing,Poland,Disneyland_Paris,Europe
243820112,5,2014-1,Philippines,Disneyland_HongKong,Asia
212854780,5,2013-7,United States,Disneyland_California,Americas
369613756,4,2016-5,United Kingdom,Disneyland_Paris,Europe
515738680,3,2017-8,United States,Disneyland_Paris,Americas
180411615,5,2013-8,United States,Disneyland_California,Americas
412147166,3,2016-8,Singapore,Disneyland_HongKong,Asia
503635709,4,2017-7,United Kingdom,Disneyland_Paris,Europe
151042258,5,2013-1,Australia,Disneyland_California,Oceania
474334841,4,2016-5,United States,Disneyland_California,Americas
625303443,4,2018-10,India,Disneyland_HongKong,Asia
118945592,5,2011-10,United States,Disneyland_California,Americas
275259581,5,2015-2,United Kingdom,Disneyland_HongKong,Europe
286629724,4,2015-7,India,Disneyland_HongKong,Asia
575228595,5,2018-4,United States,Disneyland_Paris,Americas
159437883,5,2013-4,United States,Disneyland_Paris,Americas
130136173,5,2011-12,Malaysia,Disneyland_Paris,Asia
626806163,2,2018-10,United States,Disneyland_California,Americas
660802975,3,2019-3,United States,Disneyland_Paris,Americas
498552809,5,2017-5,Russia,Disneyland_HongKong,Europe
624722169,4,2018-6,Indonesia,Disneyland_HongKong,Asia
208237854,4,2014-5,United Kingdom,Disneyland_Paris,Europe
319945968,5,2015-10,United States,Disneyland_California,Americas
263534797,2,2015-3,Philippines,Disneyland_HongKong,Asia
479099720,5,2017-4,United Kingdom,Disneyland_Paris,Europe
639385882,5,2018-12,Singapore,Disneyland_HongKong,Asia
395487480,4,2015-11,China,Disneyland_HongKong,Asia
500089568,5,2017-7,United States,Disneyland_California,Americas
508103032,5,2016-12,United States,Disneyland_Paris,Americas
437900229,5,2016-10,United Kingdom,Disneyland_Paris,Europe
262836248,5,2014-4,South Korea,Disneyland_HongKong,Asia
567605605,4,2018-3,Singapore,Disneyland_HongKong,Asia
228769533,4,2014-7,United Kingdom,Disneyland_Paris,Europe
429582965,2,2016-10,United Kingdom,Disneyland_Paris,Europe
121827605,5,2011-12,Canada,Disneyland_California,Americas
636762728,5,2018-1,Philippines,Disneyland_HongKong,Asia
247846943,3,2014-12,United States,Disneyland_California,Americas
606067089,5,2018-8,United Kingdom,Disneyland_California,Europe
202072154,4,2014-4,China,Disneyland_HongKong,Asia
286870364,3,2015-5,Hong Kong,Disneyland_HongKong,Asia
360979907,4,2016-3,Malta,Disneyland_Paris,Europe
313175592,4,2015-9,Australia,Disneyland_HongKong,Oceania
285053627,3,2015-6,United States,Disneyland_California,Americas
419316170,5,2016-9,Cuba,Disneyland_California,Americas
127807837,3,2011-12,Australia,Disneyland_HongKong,Oceania
244169353,5,2014-12,Canada,Disneyland_California,Americas
494385720,1,2017-6,United States,Disneyland_California,Americas
116039107,4,2010-12,Philippines,Disneyland_HongKong,Asia
139398568,4,2012-8,United States,Disneyland_Paris,Americas
255732273,5,2015-2,Germany,Disneyland_Paris,Europe
616762994,2,2018-9,Hong Kong,Disneyland_HongKong,Asia
493175519,5,2017-6,Philippines,Disneyland_HongKong,Asia
508419479,3,2017-7,Puerto Rico,Disneyland_Paris,Americas
201740408,5,2014-4,Australia,Disneyland_California,Oceania
77622141,5,missing,United Kingdom,Disneyland_Paris,Europe
153624276,4,2013-2,United Kingdom,Disneyland_Paris,Europe
583439824,3,2018-4,Ireland,Disneyland_HongKong,Europe
554422307,3,2017-4,United States,Disneyland_California,Americas
437394913,5,2016-11,Kuwait,Disneyland_Paris,Asia
234044198,4,2014-9,Australia,Disneyland_California,Oceania
116685772,2,2011-8,United States,Disneyland_HongKong,Americas
399489021,4,2016-7,India,Disneyland_HongKong,Asia
122191741,4,2011-3,United States,Disneyland_California,Americas
474349672,5,2017-4,United States,Disneyland_California,Americas
198747991,5,missing,United Kingdom,Disneyland_Paris,Europe
136599831,5,2012-7,Israel,Disneyland_Paris,Asia
358382471,3,2016-3,Malaysia,Disneyland_HongKong,Asia
120728354,5,2011-10,Australia,Disneyland_California,Oceania
312286686,5,2014-10,Netherlands,Disneyland_Paris,Europe
521249611,5,2017-8,Canada,Disneyland_California,Americas
140753544,5,2012-9,Greece,Disneyland_Paris,Europe
125140053,4,2012-2,United States,Disneyland_California,Americas
126235989,5,2011-7,Canada,Disneyland_California,Americas
160371935,4,2013-5,United States,Disneyland_California,Americas
154842851,4,2012-9,Singapore,Disneyland_HongKong,Asia
224204615,5,2013-9,United States,Disneyland_Paris,Americas
242842297,5,2014-8,Canada,Disneyland_California,Americas
665245861,5,2019-4,Indonesia,Disneyland_HongKong,Asia
609724848,3,2018-7,India,Disneyland_Paris,Asia
594495357,1,2018-7,France,Disneyland_Paris,Europe
366356978,4,2016-4,United Kingdom,Disneyland_Paris,Europe
475925934,5,2017-4,Australia,Disneyland_California,Oceania
160962779,5,2012-9,Australia,Disneyland_California,Oceania
301390066,3,2015-8,Australia,Disneyland_HongKong,Oceania
381774220,5,2015-12,Indonesia,Disneyland_HongKong,Asia
150962912,4,2013-1,United States,Disneyland_California,Americas
170983677,5,2013-7,Canada,Disneyland_HongKong,Americas
156172369,4,2013-3,United States,Disneyland_California,Americas
88231531,2,missing,United States,Disneyland_California,Americas
251137442,3,2014-12,Netherlands,Disneyland_Paris,Europe
403928515,5,2016-8,South Africa,Disneyland_California,Africa
536150052,5,2017-10,South Africa,Disneyland_HongKong,Africa
312333846,5,2015-9,United Kingdom,Disneyland_Paris,Europe
138545501,5,missing,United Kingdom,Disneyland_Paris,Europe
176118173,5,2013-7,Australia,Disneyland_California,Oceania
507249291,3,2017-7,United States,Disneyland_California,Americas
265550230,5,2015-3,United States,Disneyland_California,Americas
263011493,1,2015-3,Germany,Disneyland_Paris,Europe
644582196,1,2019-1,United Kingdom,Disneyland_Paris,Europe
531944358,4,2017-10,Vietnam,Disneyland_HongKong,Asia
340577297,3,2016-1,Australia,Disneyland_HongKong,Oceania
464961135,2,2017-2,United Kingdom,Disneyland_Paris,Europe
331118713,4,2015-11,United States,Disneyland_HongKong,Americas
346103684,4,2015-12,Singapore,Disneyland_HongKong,Asia
478472302,5,2017-2,Qatar,Disneyland_HongKong,Asia
201621036,3,2014-4,United States,Disneyland_California,Americas
197577571,5,2014-3,New Zealand,Disneyland_Paris,Oceania
451530390,4,2016-12,United States,Disneyland_California,Americas
265183867,4,2014-12,Canada,Disneyland_HongKong,Americas
323325301,5,2015-10,United States,Disneyland_California,Americas
173372421,4,2013-8,United States,Disneyland_California,Americas
218681840,4,missing,India,Disneyland_HongKong,Asia
121349156,4,2011-11,United Kingdom,Disneyland_Paris,Europe
368336950,5,2016-3,Australia,Disneyland_California,Oceania
136223400,1,2012-8,United States,Disneyland_California,Americas
457716578,4,2017-2,China,Disneyland_HongKong,Asia
214404075,5,2014-7,United States,Disneyland_California,Americas
587075289,5,2018-4,India,Disneyland_HongKong,Asia
360181796,5,2016-3,Philippines,Disneyland_HongKong,Asia
46262415,5,missing,United States,Disneyland_California,Americas
643438336,3,2018-12,United States,Disneyland_California,Americas
159060863,5,2013-4,United States,Disneyland_California,Americas
144742286,3,2012-11,United Kingdom,Disneyland_HongKong,Europe
358271220,2,2016-3,United Kingdom,Disneyland_Paris,Europe
316068382,5,2015-10,United States,Disneyland_California,Americas
428630332,2,2016-10,Singapore,Disneyland_HongKong,Asia
449192188,4,2016-11,Bulgaria,Disneyland_Paris,Europe
373592844,1,2016-5,Belgium,Disneyland_Paris,Europe
282087626,5,2015-6,United States,Disneyland_California,Americas
131329609,5,2012-5,Australia,Disneyland_California,Oceania
659105569,4,2018-10,United States,Disneyland_Paris,Americas
277527648,4,2015-5,United States,Disneyland_California,Americas
369619161,3,2015-6,United Kingdom,Disneyland_California,Europe
447930879,5,2016-12,United States,Disneyland_HongKong,Americas
154541649,4,2012-4,United Kingdom,Disneyland_Paris,Europe
336902908,3,2015-3,Singapore,Disneyland_HongKong,Asia
145949272,5,2012-4,Croatia,Disneyland_Paris,Europe
299958617,3,2014-10,United Kingdom,Disneyland_Paris,Europe
144722037,5,2012-1,United States,Disneyland_California,Americas
504327918,2,2016-8,Hong Kong,Disneyland_HongKong,Asia
150331208,5,2012-11,India,Disneyland_HongKong,Asia
652757690,5,2019-2,United States,Disneyland_California,Americas
143657417,4,2012-10,Canada,Disneyland_California,Americas
187096630,2,2013-8,United States,Disneyland_California,Americas
525282071,3,2016-10,South Africa,Disneyland_HongKong,Africa
412065257,5,2015-12,Canada,Disneyland_California,Americas
200038061,3,2014-3,United States,Disneyland_California,Americas
117257017,5,2011-8,Singapore,Disneyland_Paris,Asia
279795317,5,2014-8,Australia,Disneyland_California,Oceania
561880885,4,2018-2,Hong Kong,Disneyland_HongKong,Asia
432507798,5,2016-10,United Kingdom,Disneyland_Paris,Europe
187140524,5,2013-6,New Zealand,Disneyland_Paris,Oceania
592597366,5,2018-6,United States,Disneyland_California,Americas
6087073,5,missing,United States,Disneyland_California,Americas
203246274,4,2013-11,Singapore,Disneyland_HongKong,Asia
122549919,4,missing,United States,Disneyland_California,Americas
442257182,5,2016-12,Philippines,Disneyland_HongKong,Asia
525132641,1,2017-9,United Arab Emirates,Disneyland_California,Asia
117965978,5,2011-6,Australia,Disneyland_California,Oceania
134975703,5,2012-7,United States,Disneyland_California,Americas
125850509,4,2012-3,United States,Disneyland_California,Americas
128224270,3,2012-4,United Kingdom,Disneyland_Paris,Europe
617540725,3,2018-8,United Arab Emirates,Disneyland_HongKong,Asia
621662561,5,2018-9,Australia,Disneyland_HongKong,Oceania
178019016,5,2013-4,United Kingdom,Disneyland_California,Europe
255496840,5,2015-1,Canada,Disneyland_California,Americas
531359413,4,2016-11,United Kingdom,Disneyland_Paris,Europe
98730044,1,2011-3,United States,Disneyland_California,Americas
284014121,2,2015-6,United Kingdom,Disneyland_Paris,Europe
659729489,4,2019-3,Indonesia,Disneyland_HongKong,Asia
133998649,4,2012-6,United Kingdom,Disneyland_California,Europe
428367596,5,2016-10,United Kingdom,Disneyland_Paris,Europe
142568535,5,2012-10,Romania,Disneyland_Paris,Europe
611693570,3,2018-7,United Kingdom,Disneyland_Paris,Europe
